text,language,emotions
"बच्चों की स्कॉलरशिप 2018 से रुकी है, बीसी/एससी प्रमाण पत्र जमा है फिर भी पैसा नहीं आया।",hi,others
"हमारा टोला नाली का पानी घरों में घुस रहा है, नगर परिषद ने रिपेयर का कोई काम नहीं किया।",hi,others
"सहयोगी ने जब जंगल-जमीन का अधिकार मांगा तो डंडे से पीटा, अब डर लगता है।",hi,"fear,intimidation"
"दबंगों ने हमारी चारपाई तोड़ी है और खेत में निशान लगा दिया है, पुलिस नहीं आई।",hi,"anger,fear"
"थानेदार ने एफआईआर दर्ज करने से मना कर दिया, कहा कि खत्म कर लो बात।",hi,"intimidation,anger"
"दरोगा ने शिकायत का कागज़ फाड़ दिया, कहा कि घरी गोश्ट में तुमको और उनके बीच समझौता होना चाहिए।",hi,"intimidation,anger"
"आज रात को हमारी बस्ती के चारों ओर से नारेबाजी हो रही है, हथियार लिए लोग आए हैं।",hi,"fear,panic"
"खेत में काम करते समय एक गुंडा छुरा दिखाकर धमकी दे रहा है, जल्दी पुलिस भेजो।",hi,"fear,immediate_danger"
"हमें समाज से बहिष्कार किया गया है, दारू पीकर गाली-गलौज करके हमें गाँव से निकाल दिया।",hi,"sadness,hopelessness"
"चौपाल में बैठकर सब ने हमें बेइज़्जत किया, अब रास्ता भी नहीं दिखता।",hi,"sadness,hopelessness"
"हमारा घर घेर दिया गया है, पत्थरबाजी हो रही है, दरवाज़े बंद हैं, अंदर जलेबू जैसों की चीखें आ रही हैं, अभी भी खतरा है।",hi,"panic,immediate_danger,fear"
"बाबू जी, जरा सुनिए, बस आन-पान होते ही दम पर हमारी बस्ती के बाहर 50-60 लोग लाठियों और भोंगों के साथ घेरे में डाल रहे हैं, बच्चे रो रहे हैं, दारू की ख़ुशबू आ रही है, अभी मारपीट शुरू करने वाले थे, तुरंत पुलिस भेजिए।",hi,"immediate_danger,panic,fear,help_seeking"
"आज थाने में एफआईआर दर्ज कराने गए तो थानेदार साहब ने भेज दिया, कहा कि वन विभाग के लोग हमारे ख़िलाफ़ हैं, हमको गाँव से पट्टा नहीं मिलेगा और जंगल की ज़मीन हड़प ली जाएगी, अब हमको क्या करना चाहिए?",hi,"hopelessness,intimidation,fear"
